ID;Kategorie;Name;Beschreibung (Freischaltbedingung);Motiv-Beschreibung;Tier / Rarität;Einsatzorte
B285;Aktivitaet;Hilfreicher Tipp;Freigeschaltet fuer: ein Tipp wurde von 10 Nutzern als hilfreich markiert.;Gluehbirnen-Kontur, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B286;Aktivitaet;Foto des Monats;Freigeschaltet fuer: Foto wurde als Community-Highlight ausgewaehlt.;Rahmen mit Sternchen-Ecke;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B287;Aktivitaet;Jubilaeums-Kaeufer;Freigeschaltet fuer: am Marken-Jubilaeum eingekauft.;Kerzen-Silhouette auf Wegpunkt;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B288;Aktivitaet;Geburtstagsreise;Freigeschaltet fuer: eine Reise am eigenen Geburtstag dokumentiert.;Geschenkband mit Kompassnadel;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B289;Aktivitaet;Feedback-Geber;Freigeschaltet fuer: an einer Nutzerbefragung teilgenommen.;Sprechblase mit Haken;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B290;Aktivitaet;Beta-Tester;Freigeschaltet fuer: ein neues Feature vor Launch getestet.;Zahnrad-Kontur, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B291;Aktivitaet;Wiederkehrender Kaeufer;Freigeschaltet fuer: 3 separate Bestellungen aufgegeben.;drei verschraenkte Geschenkbaender;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B292;Aktivitaet;VIP-Sammler;Freigeschaltet fuer: alle drei Hauptprodukte besessen (Map, Passport, Journal).;drei verschraenkte Kreise;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B293;Aktivitaet;Frueher Supporter;Freigeschaltet fuer: in den ersten 3 Monaten nach Launch bestellt.;Kompassnadel mit Startpunkt-Markierung;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B294;Aktivitaet;Umfrage-Teilnehmer;Freigeschaltet fuer: an einer Produktumfrage teilgenommen.;Checkliste, drei Haken;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B295;Aktivitaet;Verpackungs-Fan;Freigeschaltet fuer: Unboxing-Foto geteilt.;Geschenkband-Schleife mit Kamerablende;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B296;Aktivitaet;Streak: 7 Tage aktiv;Freigeschaltet fuer: 7 Tage in Folge in der App aktiv.;sieben Punkte in Reihe;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B297;Aktivitaet;Streak: 30 Tage aktiv;Freigeschaltet fuer: 30 Tage in Folge in der App aktiv.;dreissig Punkte im Kreis;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B298;Aktivitaet;Nachtaktiv;Freigeschaltet fuer: Journal-Eintrag nach Mitternacht verfasst.;Mond-Sichel, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B299;Aktivitaet;Fruehaufsteher;Freigeschaltet fuer: Journal-Eintrag vor Sonnenaufgang verfasst.;Sonnen-Halbkreis am Horizont;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B300;Aktivitaet;Wetterfest;Freigeschaltet fuer: eine Reise trotz Extremwetter dokumentiert.;Wolke mit Blitz, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B301;Aktivitaet;Packlisten-Profi;Freigeschaltet fuer: eine vollstaendige Packliste im Journal erstellt.;Koffer-Kontur, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B302;Aktivitaet;Budget-Tracker;Freigeschaltet fuer: Reisebudget im Journal dokumentiert.;Muenzstapel, drei Kreise;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B303;Aktivitaet;Souvenir-Sammler;Freigeschaltet fuer: 5 Souvenirs im Journal katalogisiert.;kleine Schatztruhe, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B304;Aktivitaet;Kartenleser;Freigeschaltet fuer: eine Route manuell auf der Scratch Map eingezeichnet.;gestrichelte Routenlinie mit Pfeil;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B305;Aktivitaet;Nachtzug-Erfahrung;Freigeschaltet fuer: eine Nachtzugreise dokumentiert.;Mond ueber Schienen-Doppellinie;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B306;Aktivitaet;Wanderfreund;Freigeschaltet fuer: erste Bewertung mit Fotobeleg.;Kamerablende mit Sternchen;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B307;Aktivitaet;Podcast-Hoerer;Freigeschaltet fuer: Marken-Podcast-Folge gehoert (falls vorhanden).;Kopfhoerer-Kontur, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B308;Aktivitaet;Quiz-Meister;Freigeschaltet fuer: ein Laender-Quiz in der App abgeschlossen.;Fragezeichen im Kompass;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B309;Aktivitaet;Foto-Serie;Freigeschaltet fuer: 5 Fotos derselben Reise hochgeladen.;Filmstreifen, vier Felder;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B310;Aktivitaet;Rezept-Sammler;Freigeschaltet fuer: ein lokales Rezept im Journal notiert.;Kochloeffel-Kreuz, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B311;Aktivitaet;Sprachnotiz;Freigeschaltet fuer: eine Audio-Notiz im digitalen Journal hinterlegt.;Schallwellen-Bogen;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B312;Aktivitaet;Karten-Kuenstler;Freigeschaltet fuer: eigene Illustration in der App hochgeladen.;Stift mit Wegpunkt;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B313;Aktivitaet;Treueprogramm-Start;Freigeschaltet fuer: dem Treueprogramm beigetreten.;Kompassnadel mit Herzspitze, schlicht;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B314;Aktivitaet;Wunschliste angelegt;Freigeschaltet fuer: erste Wunschliste mit 3+ Laendern erstellt.;Liste mit drei Punkten;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B315;Aktivitaet;Geschenkgeber;Freigeschaltet fuer: ein Produkt an eine andere Person verschenkt.;Geschenkband mit Pfeil nach aussen;Bronze;Digitales Profil-Badge, optionaler Aufnaeher
B316;Saison/Event;Neujahrsreise;Freigeschaltet fuer: eine Reise ueber den Jahreswechsel dokumentiert.;Feuerwerksfunken um Kompassnadel;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B317;Saison/Event;Sommer-Challenge;Freigeschaltet fuer: 3 Reisen in einem Sommer dokumentiert.;Sonnen-Halbkreis mit drei Strahlen;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B318;Saison/Event;Winterflucht;Freigeschaltet fuer: eine Reise in waermeres Klima im Winter.;Schneeflocke neben Palme;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B319;Saison/Event;Herbstlaub-Tour;Freigeschaltet fuer: eine Reise mit Fokus auf Herbstlandschaft.;Ahornblatt, vereinfacht;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B320;Saison/Event;Fruehlingserwachen;Freigeschaltet fuer: eine Reise zur Kirschblueten- oder Fruehlingszeit.;Blueten-Kontur, fuenf Punkte;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B321;Saison/Event;Valentins-Trip;Freigeschaltet fuer: eine Reise um den 14. Februar dokumentiert.;Herzform, geometrisch reduziert;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B322;Saison/Event;Ostern unterwegs;Freigeschaltet fuer: eine Reise ueber die Osterzeit.;Ei-Kontur mit Streifenmuster;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B323;Saison/Event;Halloween-Abenteuer;Freigeschaltet fuer: eine Reise Ende Oktober dokumentiert.;Kuerbis-Kontur, schlicht;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B324;Saison/Event;Weihnachtsmarkt-Tour;Freigeschaltet fuer: 3 Weihnachtsmaerkte in verschiedenen Staedten besucht.;Stern ueber Marktstand-Kontur;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B325;Saison/Event;Sonnenwende gefeiert;Freigeschaltet fuer: eine Reise zur Sommersonnenwende.;Sonnenscheibe mit vollem Strahlenkranz;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B326;Saison/Event;Karneval erlebt;Freigeschaltet fuer: einen Karneval/Mardi Gras im Ausland erlebt.;Maskenform, geometrisch;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B327;Saison/Event;Neumond-Reise;Freigeschaltet fuer: eine Reise unter dokumentiertem Neumond.;dunkler Kreis mit duennem Ring;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B328;Saison/Event;Vollmond-Wanderung;Freigeschaltet fuer: eine Nachtwanderung bei Vollmond dokumentiert.;voller Kreis mit Strahlenkranz;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B329;Saison/Event;Jahresrueckblick;Freigeschaltet fuer: alle Reisen eines Kalenderjahres dokumentiert.;Kalenderblatt mit Haken;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B330;Saison/Event;Black-Friday-Sammler;Freigeschaltet fuer: am Black Friday ein Produkt erworben.;Geschenkband mit Prozentzeichen-Andeutung;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B331;Saison/Event;Launch-Woche-Kaeufer;Freigeschaltet fuer: in der ersten Launch-Woche eines neuen Produkts bestellt.;Rakete-Kontur, schlicht;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B332;Saison/Event;Jahrestag-Reise;Freigeschaltet fuer: eine Reise zum eigenen Beziehungs-/Freundschaftsjubilaeum.;zwei verschraenkte Herzen, klein;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B333;Saison/Event;Sonnenfinsternis erlebt;Freigeschaltet fuer: eine Sonnenfinsternis im Reiseland dokumentiert.;verdunkelte Sonnenscheibe;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B334;Saison/Event;Nordlicht-Saison;Freigeschaltet fuer: eine Reise gezielt zur Aurora-Saison.;gruenes Wellenband, kompakt;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B335;Saison/Event;Erntedank unterwegs;Freigeschaltet fuer: eine Reise zur Erntezeit dokumentiert.;Aehrenbuendel, schlicht;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B336;Saison/Event;Drachenbootfest;Freigeschaltet fuer: ein asiatisches Sommerfest live erlebt.;Drachenboot-Kontur, vereinfacht;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B337;Saison/Event;Diwali erlebt;Freigeschaltet fuer: Lichterfest in Suedasien miterlebt.;kleine Flammenreihe;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B338;Saison/Event;Songkran erlebt;Freigeschaltet fuer: Wasserfest in Thailand miterlebt.;Wassertropfen-Trio;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B339;Saison/Event;Oktoberfest-Tour;Freigeschaltet fuer: Oktoberfest in Muenchen besucht.;Bierkrug-Kontur, schlicht;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B340;Saison/Event;Silvester-Feuerwerk;Freigeschaltet fuer: Silvesterfeuerwerk in einer fremden Stadt erlebt.;Funkenkranz um Skyline-Andeutung;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B341;Saison/Event;Erste-Schnee-Reise;Freigeschaltet fuer: erste Schneereise des Jahres dokumentiert.;einzelne Schneeflocke;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B342;Saison/Event;Wanderfestival;Freigeschaltet fuer: ein Musik-/Kulturfestival im Ausland besucht.;Klangwellen-Bogen ueber Zeltform;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B343;Saison/Event;Sternschnuppen-Nacht;Freigeschaltet fuer: eine Meteorschauer-Nacht dokumentiert.;kurze Strichspur mit Punkt;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B344;Saison/Event;Tag-und-Nacht-Gleiche;Freigeschaltet fuer: eine Reise zur Aequinoktial-Zeit dokumentiert.;halb Sonne, halb Mond;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B345;Saison/Event;Jubilaeums-Sammler;Freigeschaltet fuer: 5 Jahre in Folge zur gleichen Jahreszeit gereist.;fuenf Punkte im Jahreskreis;Bronze bis Gold;Limited-Edition-Aufnaeher, Saisonseite
B346;Spezial;Aequator ueberquert;Freigeschaltet fuer: den Aequator physisch ueberquert.;gerade Linie mit Sonnenscheibe mittig;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B347;Spezial;Datumsgrenze ueberquert;Freigeschaltet fuer: die internationale Datumsgrenze ueberquert.;gestrichelte Linie mit Uhr-Andeutung;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B348;Spezial;Noerdlicher Polarkreis;Freigeschaltet fuer: noerdlich des Polarkreises gewesen.;gestrichelte Kreislinie mit Schneekristall;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B349;Spezial;Suedlicher Polarkreis;Freigeschaltet fuer: suedlich des Polarkreises gewesen.;gestrichelte Kreislinie, gespiegelt;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B350;Spezial;Hoechster Punkt;Freigeschaltet fuer: auf ueber 4000m Hoehe gewesen.;Berggipfel mit Hoehenlinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B351;Spezial;Tiefster Punkt;Freigeschaltet fuer: an einem Ort unter Meeresspiegel gewesen.;Wellenlinie mit Abwaertspfeil;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B352;Spezial;Vier Jahreszeiten an einem Tag;Freigeschaltet fuer: alle vier Jahreszeiten an einem Reisetag erlebt.;vier Segmente im Kreis;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B353;Spezial;Zeitzonen-Springer;Freigeschaltet fuer: 5 Zeitzonen an einem Tag durchquert.;Uhr mit fuenf Strichmarken;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B354;Spezial;Vulkan bestiegen;Freigeschaltet fuer: einen aktiven Vulkan bestiegen.;Kegel mit Rauchlinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B355;Spezial;Wueste durchquert;Freigeschaltet fuer: eine Wueste zu Fuss oder per Fahrzeug durchquert.;Duenenwelle mit gerader Route;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B356;Spezial;Regenwald durchwandert;Freigeschaltet fuer: einen tropischen Regenwald durchwandert.;Blattdach-Kontur mit Pfad;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B357;Spezial;Insel per Boot erreicht;Freigeschaltet fuer: eine abgelegene Insel nur per Boot erreicht.;kleine Insel mit Bootssymbol;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B358;Spezial;Gletscher betreten;Freigeschaltet fuer: einen Gletscher betreten.;Eiskristall-Kontur, sechs Zacken;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B359;Spezial;Hoehle erkundet;Freigeschaltet fuer: eine Tropfsteinhoehle besichtigt.;Stalaktit-Silhouette;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B360;Spezial;Geisterstadt besucht;Freigeschaltet fuer: eine verlassene Stadt/Siedlung besucht.;leeres Haus-Umriss;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B361;Spezial;Insel-Huepfer;Freigeschaltet fuer: 3 Inseln in einer Reise besucht.;drei kleine Inselformen in Reihe;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B362;Spezial;Zugstrecke der Extraklasse;Freigeschaltet fuer: eine der grossen Panorama-Zugstrecken gefahren.;Schienen-Doppellinie mit Bergzacken;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B363;Spezial;Fischmarkt-Frueh;Freigeschaltet fuer: einen Fischmarkt vor Sonnenaufgang besucht.;Fisch-Kontur mit Sonnen-Halbkreis;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B364;Spezial;Nachtmarkt erlebt;Freigeschaltet fuer: einen Nachtmarkt besucht.;Laternen-Reihe, drei Punkte;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B365;Spezial;Streetfood-Tour;Freigeschaltet fuer: 5 Streetfood-Staende an einem Tag getestet.;Essstaebchen-Kreuz;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B366;Spezial;Heissluftballon;Freigeschaltet fuer: eine Ballonfahrt dokumentiert.;Ballonform mit Korb-Andeutung;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B367;Spezial;Tauchgang;Freigeschaltet fuer: einen Tauchgang dokumentiert.;Blase-Trio aufsteigend;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B368;Spezial;Schneeschuhwanderung;Freigeschaltet fuer: eine Schneeschuhtour dokumentiert.;Fussspur-Paar im Schnee-Muster;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B369;Spezial;Kamelritt;Freigeschaltet fuer: einen Kamelritt in der Wueste dokumentiert.;Kamel-Silhouette, reduziert;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B370;Spezial;Huskyschlitten;Freigeschaltet fuer: eine Schlittenhundetour dokumentiert.;Schlitten-Kufe mit Pfotenspuren;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B371;Spezial;Bergsee erreicht;Freigeschaltet fuer: einen hochgelegenen Bergsee erreicht.;Wassertropfen ueber Gipfellinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B372;Spezial;Sanddollar gefunden;Freigeschaltet fuer: ein besonderes Naturfundstueck dokumentiert.;kleiner Kreis mit Sternmuster;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B373;Spezial;Leuchtturm bestiegen;Freigeschaltet fuer: einen Leuchtturm bestiegen.;Leuchtturm-Silhouette mit Lichtkegel;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B374;Spezial;Weinlese miterlebt;Freigeschaltet fuer: eine Weinlese/Ernte live miterlebt.;Traubenbund, vereinfacht;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B375;Spezial;Olivenernte miterlebt;Freigeschaltet fuer: eine Olivenernte live miterlebt.;Olivenzweig mit drei Fruechten;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B376;Spezial;Marktflug;Freigeschaltet fuer: einen Rundflug/Sightseeing-Flug gebucht.;kleines Flugzeugsymbol mit Bogenlinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B377;Spezial;Zugfenster-Traeumer;Freigeschaltet fuer: eine Reise ausschliesslich mit dem Zug dokumentiert.;Fenster-Rahmen mit Landschaftslinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B378;Spezial;Sternenhimmel-Fotograf;Freigeschaltet fuer: ein Nachthimmel-Foto ohne Lichtverschmutzung hochgeladen.;Sternenkreuz-Trio;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B379;Spezial;Gastfamilie erlebt;Freigeschaltet fuer: bei einer lokalen Gastfamilie uebernachtet.;Haus-Kontur mit Herzpunkt;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B380;Spezial;Sprachaustausch;Freigeschaltet fuer: ein Wort in 5 verschiedenen Landessprachen im Journal notiert.;Sprechblasen-Kette;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B381;Spezial;Handwerksmarkt;Freigeschaltet fuer: ein traditionelles Handwerk live beobachtet.;Hand mit Werkzeug-Andeutung;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B382;Spezial;Tempeltour;Freigeschaltet fuer: 3 religioese Staetten in einer Reise besucht.;Tempeldach-Doppellinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B383;Spezial;Ruinenforscher;Freigeschaltet fuer: eine antike Ruinenstaette besucht.;gebrochene Saeule;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B384;Spezial;Fluss-Kreuzfahrt;Freigeschaltet fuer: eine Flusskreuzfahrt dokumentiert.;Wellenband mit Schiffs-Andeutung;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B385;Spezial;Wattwanderung;Freigeschaltet fuer: eine Wattwanderung dokumentiert.;Wellenlinie mit Fussspuren;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B386;Spezial;Trueffelsuche;Freigeschaltet fuer: eine gefuehrte Trueffelsuche erlebt.;kleine Knolle mit Blattpaar;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B387;Spezial;Sanddune-Sandboarding;Freigeschaltet fuer: Sandboarding in der Wueste dokumentiert.;Duenenwelle mit Brett-Andeutung;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B388;Spezial;Kanufahrt;Freigeschaltet fuer: eine Kanu-/Kajaktour dokumentiert.;Paddel-Kreuz auf Wellenlinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B389;Spezial;Fallschirmsprung;Freigeschaltet fuer: einen Fallschirmsprung dokumentiert.;Schirmkuppel-Halbkreis;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B390;Spezial;Bungee-Sprung;Freigeschaltet fuer: einen Bungee-Sprung dokumentiert.;gespannte Linie mit Punkt;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B391;Spezial;Klettersteig;Freigeschaltet fuer: eine Klettersteigtour dokumentiert.;Zickzacklinie am Felshang;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B392;Spezial;Yoga-Retreat;Freigeschaltet fuer: ein Yoga- oder Wellness-Retreat besucht.;Lotussitz-Andeutung, reduziert;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B393;Spezial;Kloster-Uebernachtung;Freigeschaltet fuer: in einem Kloster uebernachtet.;einfache Zelle mit Fenster-Kreuz;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B394;Spezial;Geheimtipp geteilt;Freigeschaltet fuer: einen unbekannten Ort mit der Community geteilt.;Wegpunkt mit Fragezeichen-Andeutung;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B395;Spezial;Rekord-Kilometer;Freigeschaltet fuer: 10.000 dokumentierte Reisekilometer erreicht.;lange gestrichelte Routenlinie;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B396;Spezial;Doppel-Kontinent-Tag;Freigeschaltet fuer: an einem Tag zwei Kontinente betreten.;zwei verschraenkte Landmassen-Andeutungen;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B397;Spezial;Vollstaendiger Sammler;Freigeschaltet fuer: alle Basis- und Regionsbadges einer Kategorie gesammelt.;Rahmen mit Haken und Sternchen;Gold/Raritaet hoch;Limited-Edition-Aufnaeher, Easter-Egg-Seite
B398;Hilfe & Rettung;Schutzengel im Ausland;Freigeschaltet fuer: einer/einem anderen Reisenden in einer Notlage geholfen.;Fluegel-Kontur um Wegpunkt;Silber;Aufnaeher, Community-Profilabzeichen
B399;Hilfe & Rettung;Powerbank-Samariter;Freigeschaltet fuer: den eigenen Akku mit Fremden geteilt.;Blitzsymbol mit zwei Haenden;Silber;Aufnaeher, Community-Profilabzeichen
B400;Hilfe & Rettung;Lokalguide wider Willen;Freigeschaltet fuer: einem verlorenen Touristen den Weg gezeigt.;Wegweiser mit Fragezeichen daneben;Silber;Aufnaeher, Community-Profilabzeichen
B401;Hilfe & Rettung;Google-Uebersetzer-Retter;Freigeschaltet fuer: mit Sprachhilfe in einer Notsituation ausgeholfen.;Sprechblasen-Paar, verschraenkt;Silber;Aufnaeher, Community-Profilabzeichen
B402;Hilfe & Rettung;Erste-Hilfe-Kit-Held;Freigeschaltet fuer: mit eigenem Erste-Hilfe-Set ausgeholfen.;Kreuz-Symbol, schlicht;Silber;Aufnaeher, Community-Profilabzeichen
B403;Hilfe & Rettung;Pflaster-Diplomat;Freigeschaltet fuer: kleine medizinische Erste Hilfe geleistet.;Pflaster-Kontur, rechteckig;Silber;Aufnaeher, Community-Profilabzeichen
B404;Hilfe & Rettung;Reisebegleiter auf Zeit;Freigeschaltet fuer: fremde Reisende ein Stueck der Strecke begleitet.;zwei Fussspuren nebeneinander;Silber;Aufnaeher, Community-Profilabzeichen
B405;Hilfe & Rettung;Verpasster-Zug-Retter;Freigeschaltet fuer: jemandem bei einer verpassten Verbindung geholfen.;Uhr mit Pfeil zurueck;Silber;Aufnaeher, Community-Profilabzeichen
B406;Hilfe & Rettung;Geldwechsel-Helfer;Freigeschaltet fuer: kleines Bargeld ausgeholfen, wenn jemand knapp war.;Muenze mit Haenden darum;Silber;Aufnaeher, Community-Profilabzeichen
B407;Hilfe & Rettung;SOS-Netzwerker;Freigeschaltet fuer: Kontakt zu lokaler Hilfe (Botschaft, Polizei, Klinik) vermittelt.;Wegpunkt mit Ausrufezeichen;Silber;Aufnaeher, Community-Profilabzeichen
B408;Unterkunft;Hostel-Veteran;Freigeschaltet fuer: 10 Hostelnaechte dokumentiert.;Stockbett-Kontur, zwei Linien;Bronze;Aufnaeher, Unterkunftsseite im Journal
B409;Unterkunft;Couchsurfing-Pionier;Freigeschaltet fuer: erste Couchsurfing-Uebernachtung dokumentiert.;Sofa-Kontur, schlicht;Bronze;Aufnaeher, Unterkunftsseite im Journal
B410;Unterkunft;Baumhaus-Schlaefer;Freigeschaltet fuer: eine Nacht im Baumhaus verbracht.;Baumkrone mit kleinem Haus darin;Bronze;Aufnaeher, Unterkunftsseite im Journal
B411;Unterkunft;Zeltplatz-Romantiker;Freigeschaltet fuer: 5 Naechte im Zelt dokumentiert.;Zelt-Dreieck, schlicht;Bronze;Aufnaeher, Unterkunftsseite im Journal
B412;Unterkunft;Unter freiem Himmel geschlafen;Freigeschaltet fuer: eine Nacht ohne Zeltdach dokumentiert.;Sternenkreuz-Trio ueber liegender Linie;Bronze;Aufnaeher, Unterkunftsseite im Journal
B413;Unterkunft;Hausboot-Kapitaen;Freigeschaltet fuer: eine Nacht auf einem Hausboot verbracht.;Boots-Kontur mit Welle;Bronze;Aufnaeher, Unterkunftsseite im Journal
B414;Unterkunft;Kapselhotel-Erfahrung;Freigeschaltet fuer: in einem Kapselhotel uebernachtet.;Kapsel-Rechteck, abgerundet;Bronze;Aufnaeher, Unterkunftsseite im Journal
B415;Unterkunft;Iglu-Naechtler;Freigeschaltet fuer: eine Nacht in einer Iglu oder Eissuite verbracht.;Iglu-Halbkreis mit Eiskristall;Bronze;Aufnaeher, Unterkunftsseite im Journal
